         -0.4335437119, -1.4074431658, -0.8668804169, -0.0479421914,
         -0.9357461333, -0.6284248829,  0.7029434443,  0.3157224357,
          0.5891754031,  0.8951420188, -1.6099829674, -0.1899567544],
        [-0.7430028915, -0.4182850122,  0.2191700488,  1.1102710962,
         -0.5199792385,  0.7636048794,  1.2595919371, -1.4643650055,
          0.7026101947, -1.2523397207, -0.3744685352,  0.2019220889,
          0.3220172822, -1.0896662474, -0.3259311914,  0.4598465264],
        [ 1.0737804174, -1.6286314726,  0.5721307397, -0.1093640924,
          0.7339818478, -2.0586650372, -0.0981711745,  1.1804534197,
          0.9876678586,  0.7423855662,  0.5553721786, -0.9006773233,
          1.0331977606, -0.4316108525, -0.8232211471,  0.5904176235],
        [ 0.2480727434,  1.2863197327, -0.5663846135, -0.9185725451,
          0.7842144370,  0.3914000690,  0.4947039783, -1.0794579983,
         -0.1248894483,  1.8230211735,  0.7643557787,  1.3888019323,
          0.3131183982,  0.2848201394, -0.3889545202, -1.6581676006],
        [-0.5569315553,  1.9409101009,  0.1208997965,  0.5913608074,
          0.8501750827,  0.3867883980,  1.5090118647,  0.6071048379,
          0.3108661175,  2.2285997868, -0.3749316633, -0.1965401471,
          1.1815335751, -0.0710202828,  1.2763969898,  0.2073192000],
        [ 0.4023562372, -1.9251035452,  0.1158950478, -1.1729971170,
         -0.0458501689,  0.5523821712,  0.2085743994,  0.4052789509,
          1.0541715622, -1.3401759863,  0.0708029047,  0.6812626719,
         -1.0228949785,  0.4638947248, -0.8623788953,  2.3510005474],
        [-0.3604905307, -0.2345924079, -0.3849419057, -0.3106452823,
          0.1443708688, -0.0871284679,  0.9696053863,  1.1460834742,
         -0.7525557876, -1.5654803514,  0.5392557979, -0.6218793392,
         -2.2564570904, -1.0616962910, -0.5839118361, -0.2542741299]],
       device='cuda:0')
y: tensor([[ 0.8843307495, -0.1877506524,  0.8374417424, -2.0789949894,
         -1.7099740505, -0.6862674952, -1.1366722584, -1.0733695030,
         -0.6323176622, -0.3307053447,  0.6686692238,  2.0600028038,
          0.9251379371,  0.1634125262, -0.6300646067, -0.4534981549],
        [ 0.2935217023,  0.2509043813,  0.3640246689,  1.1470650434,
         -1.6135753393, -0.8856813312, -0.7941356897, -0.4748807251,
         -0.7066015601,  0.4808516204, -0.4626938701, -0.0903763920,
         -0.2641189992,  2.5876066685, -1.2057856321, -1.1161682606],
        [ 0.2302787155, -1.4170967340, -1.2241197824, -0.8620020747,
         -1.4457470179,  1.4149725437, -0.9589251876, -1.3142074347,
         -0.1636060774, -1.7576608658, -0.3686397970,  0.0448681265,
         -0.6793411374,  1.2859320641,  0.9294831753,  0.5425300002],
        [ 0.0130931828, -0.9533030987,  0.7600024343,  0.3283751905,
         -0.2868523002,  0.9422553182,  1.5044077635, -0.1269018352,
         -1.2123537064, -2.2135760784, -1.2419419289, -0.6362489462,
         -0.0645584688, -0.4983353615,  0.2972249687,  0.9615995288],
        [-0.4723484814,  0.5990038514,  0.9025447965,  0.6936551929,
         -0.8213139176,  0.0922404379, -0.4909844697,  1.4812813997,
          2.0644686222, -2.1525897980, -1.0718604326, -1.0948386192,
         -0.4347976446,  0.0616537221,  0.8273470998,  0.0576188862],
        [-0.9025979638, -1.9743777514,  0.4451884627, -0.9105333090,
          1.2317897081, -0.7912436128, -0.9996169806, -0.8156264424,
          0.0937019140,  0.2255561799, -0.4558528662, -0.0474689789,
         -0.3132070005, -0.8513230681,  0.6617558599, -0.6840478182],
        [-0.5052091479,  0.4986176193, -0.8213527203, -2.0955574512,
          0.5725501776, -0.3268708587,  0.0402618572, -1.5817748308,
         -0.1824912727, -0.0301736537,  0.7379892468,  0.8551688790,
         -0.1421566010, -1.0788427591, -0.3042556942,  0.2087327242],
        [ 2.1681861877, -0.0987289995, -0.1141700968,  0.6033921242,
          0.7149288654, -0.4943965673,  1.1682162285,  0.4874225855,
         -1.7324266434,  0.0115602575,  1.3862752914, -0.0386726931,
         -0.3379353881,  0.4262070656, -1.0214638710, -0.3066755533],
        [ 1.1288367510, -0.6753482819,  1.3698613644, -0.2929426134,
          1.3611109257,  1.2291973829,  1.2003502846, -0.5874721408,
         -0.7725657225, -0.6465387344, -1.7814341784,  0.7211522460,
          1.2272202969,  1.2113083601,  0.9769064188,  1.1166585684],
        [-0.2980344296, -0.7850403786, -1.3173307180,  0.8659027219,
          0.9270331860, -0.8662463427, -0.2059741467,  1.2778065205,
          0.5110784769, -0.0392783992, -0.7283145189, -1.8327124119,
         -0.2350087911, -1.7777779102,  0.5440998673,  1.0462342501],
        [ 1.0510529280, -0.2619009018, -0.6017649770,  0.0697368607,
          0.1566556990, -1.2005991936,  0.0554747917, -0.4448008835,
         -1.6909167767,  0.0800924525, -2.4273099899, -0.1401942074,
         -0.1259374768, -0.4540438652,  0.0366926789, -0.9923114777],
        [-0.2693234682,  0.3237146139,  0.1820462495,  0.9418902397,
          0.6023535728,  1.2341239452,  0.9017396569,  1.2503608465,
          0.1592715085, -0.7114735842,  0.0299573112,  1.0742883682,
          0.4996871948,  0.5199281573, -0.9055296183, -0.8419693708],
        [-0.3342506588,  0.7771179676, -1.0879369974,  0.5850669742,
          0.3421819210, -0.8423739672,  1.8500381708, -0.8724785447,
          0.0611611828, -0.6419408917,  0.6191644669,  1.5400723219,
         -0.1424700767, -1.2214665413,  2.4048168659,  0.6850501299],
        [-0.2058643699, -1.3507716656,  0.9711384773, -1.3180201054,
          0.3730630875,  0.7609343529,  0.4663956463,  0.3645143807,
          0.0144889466, -0.2531951666, -0.9296837449,  1.4020726681,
          0.7329195142,  0.7748339772, -1.6461253166,  1.7660993338],
        [ 0.6769022942,  1.9337602854, -1.4885746241, -0.1240293905,
         -0.1759787649, -0.1576867700,  0.2957316339, -0.0662984252,
         -0.7387434244,  0.8817298412,  0.5883451104, -0.2890098095,
          0.0634155497, -1.4478775263,  0.7753548026, -0.4974135160],
        [-1.5383529663,  0.1071404740,  1.6775560379, -0.5602353215,
         -0.8443654776, -0.1973783076, -0.6448328495,  0.3933870494,
         -1.0431514978,  0.0421907194,  0.3147134781,  0.3082748055,
          0.2238533199,  0.4262913465,  0.7896206379,  0.6874867082]],
       device='cuda:0')
output_torch: tensor([[-0.2834477723, -4.0056557655,  6.1462879181,  6.6940984726,
          3.5141003132, -2.5403428078,  2.6269688606,  5.4168305397,
          1.5653896332, -2.9052724838, -8.6766042709, -6.2634372711,
         -1.0897811651,  3.5051591396, -1.6473805904,  3.3574140072],
        [-5.3140254021,  2.3868286610,  2.3743791580,  3.6561088562,
          0.1463483870, -2.8748083115, -1.1382309198,  4.3445472717,
          4.6148743629,  0.8506400585,  1.6285480261,  0.5965494514,
         -0.0744759068, -0.1592448205,  3.5771160126, -0.3858135045],
        [-1.3688730001,  3.3565120697, -0.9515160918,  1.7988860607,
         -1.6785262823, -4.2216114998, -1.9435480833, -1.3995534182,
          4.8689932823,  1.2587341070, -1.4551610947,  0.5863764286,
          0.3866351247,  2.4147753716,  0.6232677102, -0.3545475006],
        [-2.3077178001,  4.9912486076,  0.3144970238, -5.3562960625,
          0.3837932646, -3.9196786880, -3.0247299671, -1.9645940065,
         -1.0582895279,  4.0820798874,  6.4295840263,  6.3256311417,
          2.3785345554, -3.2065892220,  2.2936546803, -3.0138163567],
        [-1.0457507372, -1.0542279482, -3.1918826103, -0.7325605750,
          9.1433963776,  1.1085233688,  7.0279936790, -0.9552897811,
          0.4939474165, -0.3239529729,  0.6371811628,  2.5645840168,
          0.6552435756, -9.2310371399,  1.2941823006, -0.2085150927],
        [ 1.7472304106,  1.7203819752,  2.5209920406,  2.5410780907,
         -6.3263239861, -2.6254436970, -3.8315529823,  0.0628211349,
         -3.1006040573, -0.4203211665, -2.5344514847,  0.4809289873,
          0.2741732299,  6.8174366951, -3.9783408642, -5.9416384697],
        [ 0.1374607533,  0.3707603514,  0.8075644970, -0.1602299958,
          1.5538344383,  3.5417501926,  6.1887001991, -2.5205221176,
         -3.5228991508, -2.9154589176, -8.4269075394,  0.9347372651,
          3.2860150337,  0.6852800846, -1.4355732203,  4.9878916740],
        [-1.0447797775, -2.7848172188, -0.1441992819,  8.0170364380,
         -0.1333330870, -1.0444786549, -4.2280950546,  8.4272584915,
          5.3468723297,  0.6496241689, -5.6466588974, -9.3321981430,
         -2.5236880779,  2.2434961796, -3.0675065517, -1.7745815516],
        [ 5.3576240540,  1.1580005884, -4.6204137802,  1.8535605669,
          5.3188824654,  5.6436476707,  5.6200995445,  2.8397519588,
          2.3711965084,  0.1125244945,  2.6543467045, -2.3588089943,
          0.0452996567, -2.2077956200,  2.8742902279,  5.2895221710],
        [ 1.1869361401, -3.3129172325,  0.4603532255, -0.5472062826,
         -4.9109768867,  3.0412437916,  1.2059603930, -0.7283276320,
         -1.0697300434, -4.8194041252, -1.1252909899,  4.2511653900,
          0.1238417402,  4.4251399040, -2.4886252880,  2.1748862267],
        [-5.0627555847, -0.5677437782,  1.5266567469, -3.0572960377,
          1.5831196308,  3.4042098522,  1.4261184931, -5.6016039848,
         -0.0639173910, -2.3392403126, -0.9133358598,  1.7528638840,
          0.0476285443, -1.3576171398,  5.1808032990,  0.6003819704],
        [ 4.7203011513,  1.1924362183, -0.2357797176, -0.8394209146,
         -0.9390593171,  0.1642659903,  3.7694826126,  0.6030879021,
         -1.6109139919, -5.1668133736,  0.1794390082,  1.3311724663,
          1.1166754961, -1.8384032249,  5.0833258629,  5.4518599510],
        [-0.9902994633, -0.1639249027, -3.7763190269,  3.4074630737,
          2.0903649330, -3.4366869926, -1.7240186930,  2.5210092068,
          5.5732479095,  0.3343504369, -4.9705986977, -1.0220793486,
         -0.0509714261, -1.5028451681, -2.3332688808, -2.9160096645],
        [-0.5736370683,  1.8742165565, -5.0543932915,  3.0536692142,
          0.8424326777, -4.2619061470,  1.9439693689, -0.1786652952,
         -0.8782147169, -1.9704302549, -0.8407161832, -3.9793913364,
         -2.3449199200, -3.6292967796,  3.9709389210,  2.0415408611],
        [-2.3751561642, -2.9537835121,  8.6717033386, -7.4998035431,
          2.3180561066,  3.8768529892, -2.1395673752,  0.3601596057,
         -1.6558669806,  0.3257803321,  1.2015213966,  5.9284214973,
          3.4554791451,  3.1337749958, -0.6724227071,  1.7348853350],
        [ 2.8451826572,  1.3981220722,  1.4722210169, -1.8398712873,
         -0.8272020221, -0.9322124124, -3.8981857300, -0.7018138170,
         -1.7256182432,  3.2496500015,  2.9041001797, -3.2007293701,
         -2.0355193615,  2.4932546616, -6.6802687645, -5.9583263397]],
       device='cuda:0')
output_naive: tensor([[-0.2834478617, -4.0056552887,  6.1462879181,  6.6940984726,
          3.5141003132, -2.5403430462,  2.6269688606,  5.4168305397,
          1.5653892756, -2.9052722454, -8.6766033173, -6.2634367943,
         -1.0897809267,  3.5051593781, -1.6473804712,  3.3574142456],
        [-5.3140254021,  2.3868286610,  2.3743791580,  3.6561093330,
          0.1463484764, -2.8748085499, -1.1382309198,  4.3445472717,
          4.6148743629,  0.8506398201,  1.6285481453,  0.5965496302,
         -0.0744758546, -0.1592450142,  3.5771160126, -0.3858132362],
        [-1.3688727617,  3.3565125465, -0.9515158534,  1.7988859415,
         -1.6785264015, -4.2216119766, -1.9435483217, -1.3995534182,
          4.8689937592,  1.2587342262, -1.4551610947,  0.5863765478,
          0.3866351247,  2.4147748947,  0.6232678294, -0.3545475602],
        [-2.3077178001,  4.9912490845,  0.3144969940, -5.3562970161,
          0.3837933540, -3.9196786880, -3.0247299671, -1.9645938873,
         -1.0582895279,  4.0820803642,  6.4295835495,  6.3256311417,
          2.3785345554, -3.2065894604,  2.2936549187, -3.0138163567],
        [-1.0457508564, -1.0542280674, -3.1918826103, -0.7325605750,
          9.1433963776,  1.1085233688,  7.0279941559, -0.9552894235,
          0.4939475060, -0.3239532411,  0.6371811628,  2.5645837784,
          0.6552435756, -9.2310371399,  1.2941820621, -0.2085150480],
        [ 1.7472302914,  1.7203819752,  2.5209920406,  2.5410778522,
         -6.3263230324, -2.6254436970, -3.8315532207,  0.0628211349,
         -3.1006040573, -0.4203210771, -2.5344517231,  0.4809290767,
          0.2741732001,  6.8174371719, -3.9783401489, -5.9416379929],
        [ 0.1374607682,  0.3707599640,  0.8075642586, -0.1602298617,
          1.5538346767,  3.5417501926,  6.1886997223, -2.5205216408,
         -3.5228984356, -2.9154589176, -8.4269075394,  0.9347372651,
          3.2860147953,  0.6852797270, -1.4355732203,  4.9878916740],
        [-1.0447796583, -2.7848174572, -0.1441994309,  8.0170364380,
         -0.1333330274, -1.0444791317, -4.2280945778,  8.4272584915,
          5.3468723297,  0.6496241689, -5.6466588974, -9.3321981430,
         -2.5236880779,  2.2434964180, -3.0675067902, -1.7745814323],
        [ 5.3576240540,  1.1580008268, -4.6204137802,  1.8535606861,
          5.3188819885,  5.6436471939,  5.6200990677,  2.8397519588,
          2.3711965084,  0.1125242561,  2.6543464661, -2.3588089943,
          0.0452995896, -2.2077958584,  2.8742897511,  5.2895226479],
        [ 1.1869361401, -3.3129169941,  0.4603536427, -0.5472062230,
         -4.9109768867,  3.0412437916,  1.2059603930, -0.7283276320,
         -1.0697302818, -4.8194041252, -1.1252909899,  4.2511649132,
          0.1238417774,  4.4251399040, -2.4886255264,  2.1748859882],
        [-5.0627555847, -0.5677440166,  1.5266568661, -3.0572965145,
          1.5831196308,  3.4042093754,  1.4261187315, -5.6016035080,
         -0.0639173687, -2.3392403126, -0.9133357406,  1.7528641224,
          0.0476285778, -1.3576171398,  5.1808028221,  0.6003817320],
        [ 4.7203011513,  1.1924359798, -0.2357797027, -0.8394209743,
         -0.9390592575,  0.1642652452,  3.7694826126,  0.6030879021,
         -1.6109139919, -5.1668138504,  0.1794389784,  1.3311724663,
          1.1166754961, -1.8384034634,  5.0833258629,  5.4518594742],
        [-0.9902997017, -0.1639249027, -3.7763195038,  3.4074628353,
          2.0903651714, -3.4366879463, -1.7240186930,  2.5210089684,
          5.5732483864,  0.3343501985, -4.9705991745, -1.0220792294,
         -0.0509713292, -1.5028452873, -2.3332688808, -2.9160094261],
        [-0.5736370087,  1.8742165565, -5.0543932915,  3.0536694527,
          0.8424329162, -4.2619061470,  1.9439696074, -0.1786652207,
         -0.8782147169, -1.9704300165, -0.8407164216, -3.9793908596,
         -2.3449196815, -3.6292972565,  3.9709384441,  2.0415406227],
        [-2.3751561642, -2.9537835121,  8.6717033386, -7.4998035431,
          2.3180556297,  3.8768534660, -2.1395673752,  0.3601595759,
         -1.6558669806,  0.3257802129,  1.2015213966,  5.9284214973,
          3.4554789066,  3.1337752342, -0.6724226475,  1.7348854542],
        [ 2.8451826572,  1.3981218338,  1.4722210169, -1.8398712873,
         -0.8272020221, -0.9322126508, -3.8981862068, -0.7018137574,
         -1.7256183624,  3.2496500015,  2.9041001797, -3.2007296085,
         -2.0355193615,  2.4932546616, -6.6802682877, -5.9583258629]],
       device='cuda:0')
output_triton: tensor([[-0.2822977304, -4.0017528534,  6.1418251991,  6.6887960434,
          3.5125114918, -2.5395801067,  2.6247084141,  5.4121336937,
          1.5622415543, -2.9020650387, -8.6686077118, -6.2592005730,
         -1.0881379843,  3.5004701614, -1.6449292898,  3.3552703857],
        [-5.3106770515,  2.3857686520,  2.3723969460,  3.6535387039,
          0.1454660892, -2.8734412193, -1.1381502151,  4.3411092758,
          4.6125955582,  0.8498995900,  1.6266363859,  0.5960636139,
         -0.0741628408, -0.1593506336,  3.5754079819, -0.3858464956],
        [-1.3689395189,  3.3530452251, -0.9506129622,  1.7990566492,
         -1.6783831120, -4.2175736427, -1.9412578344, -1.3991354704,
          4.8672089577,  1.2552434206, -1.4570446014,  0.5856257677,
          0.3864947557,  2.4103627205,  0.6256729960, -0.3518622518],
        [-2.3056597710,  4.9878067970,  0.3135536313, -5.3519735336,
          0.3816880584, -3.9168322086, -3.0213406086, -1.9645444155,
         -1.0580141544,  4.0776720047,  6.4235930443,  6.3228135109,
          2.3768229485, -3.2032051086,  2.2922863960, -3.0131380558],
        [-1.0447369814, -1.0523408651, -3.1918561459, -0.7311788797,
          9.1382713318,  1.1075307131,  7.0225868225, -0.9548051357,
          0.4945310652, -0.3242981732,  0.6370292306,  2.5650708675,
          0.6549226046, -9.2236480713,  1.2934036255, -0.2086500525],
        [ 1.7467944622,  1.7188967466,  2.5202229023,  2.5383055210,
         -6.3243222237, -2.6243498325, -3.8293225765,  0.0614102781,
         -3.0990676880, -0.4201921821, -2.5324609280,  0.4802358449,
          0.2741321027,  6.8110866547, -3.9753091335, -5.9371609688],
        [ 0.1345139742,  0.3692548275,  0.8055361509, -0.1594812274,
          1.5527951717,  3.5396466255,  6.1843719482, -2.5197942257,
         -3.5204048157, -2.9137198925, -8.4201574326,  0.9343115687,
          3.2832837105,  0.6829714179, -1.4354448318,  4.9854202271],
        [-1.0440077782, -2.7827861309, -0.1424986422,  8.0083780289,
         -0.1337553263, -1.0442938805, -4.2273979187,  8.4206762314,
          5.3439083099,  0.6482101679, -5.6412534714, -9.3249158859,
         -2.5214033127,  2.2398428917, -3.0657339096, -1.7724785805],
        [ 5.3547058105,  1.1575173140, -4.6163139343,  1.8518189192,
          5.3144345284,  5.6383438110,  5.6165199280,  2.8378462791,
          2.3667752743,  0.1124928966,  2.6511132717, -2.3559780121,
          0.0447050780, -2.2011866570,  2.8706018925,  5.2847161293],
        [ 1.1867336035, -3.3110854626,  0.4612980783, -0.5473039150,
         -4.9075741768,  3.0387351513,  1.2065169811, -0.7260266542,
         -1.0689821243, -4.8146986961, -1.1220991611,  4.2482819557,
          0.1243612766,  4.4217119217, -2.4880845547,  2.1729009151],
        [-5.0608739853, -0.5674204230,  1.5249092579, -3.0535914898,
          1.5813449621,  3.4019789696,  1.4236007929, -5.5958194733,
         -0.0620900989, -2.3370404243, -0.9130155444,  1.7527092695,
          0.0475107282, -1.3544886112,  5.1751565933,  0.5997841954],
        [ 4.7170209885,  1.1924333572, -0.2350739241, -0.8378960490,
         -0.9403550625,  0.1640838981,  3.7679121494,  0.6042768955,
         -1.6093633175, -5.1627860069,  0.1794221997,  1.3278440237,
          1.1152610779, -1.8345400095,  5.0791082382,  5.4464201927],
        [-0.9901839495, -0.1638251543, -3.7716197968,  3.4054954052,
          2.0871069431, -3.4344882965, -1.7245652676,  2.5187232494,
          5.5703387260,  0.3328204155, -4.9668240547, -1.0201331377,
         -0.0506648570, -1.5015394688, -2.3321213722, -2.9139823914],
        [-0.5726159811,  1.8733783960, -5.0514636040,  3.0528082848,
          0.8414774537, -4.2601466179,  1.9413484335, -0.1778659225,
         -0.8780685663, -1.9695483446, -0.8413065076, -3.9777314663,
         -2.3434162140, -3.6288428307,  3.9689495564,  2.0411994457],
        [-2.3737161160, -2.9527306557,  8.6638793945, -7.4947710037,
          2.3169763088,  3.8742249012, -2.1371152401,  0.3600440025,
         -1.6541098356,  0.3253315687,  1.2009268999,  5.9243254662,
          3.4528703690,  3.1326189041, -0.6727508307,  1.7318000793],
        [ 2.8442738056,  1.3985139132,  1.4715069532, -1.8386313915,
         -0.8271724582, -0.9299240708, -3.8968939781, -0.7018921375,
         -1.7248688936,  3.2478129864,  2.9027729034, -3.1988549232,
         -2.0341227055,  2.4924554825, -6.6760125160, -5.9553489685]],
       device='cuda:0')
Traceback (most recent call last):
  File "/volume/pt-train/users/zlh/triton_learn/src/martixmul.py", line 210, in <module>
    main()
  File "/volume/pt-train/users/zlh/triton_learn/src/martixmul.py", line 204, in main
    assert torch.allclose(output_torch, output_triton)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
AssertionError
